State,Cycle,District,StateDistrict,FEC_ID,Cand_Name,Gen_Votes,Gen_Vote_Pct,Winner,PartyName,Party,Incumbent,PresYear,PartyInPres,TotDistVotes,TotDistDisb,TotDisb,CandinDist
IN,2014,2,IN-2,H0IN02190,"Walorski, Jackie",85583,0.5894,1,Republican,1,1,0,0,145200,2653335.12,1836516.26,2
IN,2014,3,IN-3,H0IN03198,"Stutzman, Marlin A.",102889,0.6915,1,Republican,1,1,0,0,148793,1062164.40,1061403.86,2
IN,2012,3,IN-3,H0IN03198,"Stutzman, Marlin A. ",187872,0.6704,1,Republican,1,1,1,0,280235,846849.60,806826.38,2
IN,2010,4,IN-4,H0IN04170,"Rokita, Todd",138732,0.6857,1,Republican,1,0,0,0,202322,831841.99,799656.26,2
IN,2016,4,IN-4,H0IN04170,"Rokita, Todd  #",193412,0.6459,1,Republican,1,1,1,0,299434,1180562.86,1178655.37,2
IN,2014,4,IN-4,H0IN04170,"Rokita, Todd",94998,0.6687,1,Republican,1,1,0,0,142054,1198246.10,1157768.84,2
IN,2012,4,IN-4,H0IN04170,"Rokita, Todd",168688,0.6196,1,Republican,1,1,1,0,272268,964514.61,942938.74,2
PA,2010,15,PA-15,H4PA15087,"Dent, Charles W.",109534,0.5355,1,Republican,1,1,0,0,204548,4582831.13,2553936.42,3
FL,2008,25,FL-25,H2FL25018,"Diaz-Balart, Mario",130891,0.5305,1,Republican,1,1,1,0,246711,4370941.84,2583104.25,2
HI,2010,1,HI-1,H0HI01157,"Djou, Charles ",82723,0.4677,0,Republican,1,1,0,0,176863,4961043.68,2576326.12,2
TX,2010,25,TX-25,H4TX10028,"Doggett, Lloyd",99967,0.5282,1,Democrat,0,1,0,1,189247,1887814.35,1122083.89,2
IN,2010,8,IN-8,H0IN08114,"Bucshon, Larry D. ",116759,0.5744,1,Republican,1,0,0,0,203264,1079951.66,1079951.66,1
IL,2012,10,IL-10,H0IL10302,"Dold, Robert",130564,0.4937,0,Republican,1,1,1,0,264454,7573454.19,4543848.98,2
IN,2016,8,IN-8,H0IN08114,"Bucshon, Larry D.",187702,0.6369,1,Republican,1,1,1,0,294713,998511.11,987262.11,2
IN,2014,8,IN-8,H0IN08114,"Bucshon, Larry D.",103344,0.6032,1,Republican,1,1,0,0,171315,855199.06,820412.55,3
IN,2010,9,IN-9,H0IN09070,"Young, Todd",118040,0.5234,1,Republican,1,0,0,0,225532,4128603.88,1950158.91,3
IN,2012,9,IN-9,H0IN09070,"Young, Todd",165332,0.5545,1,Republican,1,1,1,0,298180,2239489.03,1823459.34,2
IN,2014,9,IN-9,H0IN09070,"Young, Todd",101594,0.6256,1,Republican,1,1,0,0,162387,1517950.72,1405164.53,2
IL,2016,10,IL-10,H0IL10302,"Dold, Robert ",135535,0.4739,0,Republican,1,1,1,0,285996,10707838.94,5650246.20,2
CA,2006,4,CA-4,H0CA14042,"Doolittle, John T.",135818,0.4905,1,Republican,1,1,0,1,276893,4099895.66,2449433.86,2
VA,2006,2,VA-2,H4VA02037,"Drake, Thelma D.",88777,0.5127,1,Republican,1,1,0,1,173159,4041430.62,2348988.74,2
KS,2016,3,KS-3,H0KS03137,"Yoder, Kevin",176022,0.5130,1,Republican,1,1,1,0,343113,4651114.25,4081243.76,2
KS,2010,3,KS-3,H0KS03137,"Yoder, Kevin ",136246,0.5840,1,Republican,1,0,0,0,233285,2912723.61,1946870.53,2
KS,2014,3,KS-3,H0KS03137,"Yoder, Kevin",134493,0.6002,1,Republican,1,1,0,0,224077,2348091.91,1971401.59,2
KS,2012,3,KS-3,H0KS03137,"Yoder, Kevin",201087,0.6845,1,Republican,1,1,1,0,293762,668788.03,665713.93,2
WA,2012,6,WA-6,H2WA06145,"Driscoll, Bill",129725,0.4100,0,Republican,1,0,1,0,316386,3533562.61,1827360.58,2
PA,2004,15,PA-15,H4PA15111,"Driscoll, Joe",114646,0.3938,0,Democrat,0,0,1,0,291147,4266794.56,2295658.54,2
KS,2014,4,KS-4,H0KS04051,"Pompeo, Mike",138757,0.6666,1,Republican,1,1,0,0,208153,2685874.05,2673678.29,2
KS,2016,4,KS-4,H0KS04051,"Pompeo, Michael",166998,0.6067,1,Republican,1,1,1,0,275251,1813209.15,1461220.83,3
KS,2012,4,KS-4,H0KS04051,"Pompeo, Mike",161094,0.6222,1,Republican,1,1,1,0,258922,845358.13,787675.06,2
IL,2006,6,IL-6,H6IL06141,"Duckworth, L. Tammy ",86572,0.4865,0,Democrat,0,0,0,0,177957,7859205.67,4556498.23,2
TX,2010,17,TX-17,H8TX06035,"Edwards, Chet",63138,0.3657,0,Democrat,0,1,0,1,172642,7231129.62,3841632.24,2
TX,2006,17,TX-17,H8TX06035,"Edwards, Chet ",92478,0.5812,1,Democrat,0,1,0,0,159124,5653753.15,3138220.75,2
TX,2004,17,TX-17,H8TX06035,"Edwards, Chet ",125309,0.5120,1,Democrat,0,1,1,0,244748,5227549.02,2664666.46,2
MO,2010,8,MO-8,H6MO08084,"Emerson, Jo Ann",128499,0.6556,1,Republican,1,1,0,0,195999,3659720.54,2071160.30,3
NY,2014,16,NY-16,H8NY19058,"Engel, Eliot L.",90088,0.8974,1,Democrat,0,1,0,1,100391,1015031.69,1015031.69,1
KY,2010,5,KY-5,H0KY05015,"Rogers, Harold ""Hal""",151019,0.7742,1,Republican,1,1,0,0,195053,1110508.75,1098006.75,2
KY,2006,5,KY-5,H0KY05015,"Rogers, Harold ""Hal""",147201,0.7376,1,Republican,1,1,0,1,199568,917953.70,916206.70,2
KY,2008,5,KY-5,H0KY05015,"Rogers, Harold ""Hal""",177024,0.8411,1,Republican,1,1,1,0,210468,796764.84,796764.84,1
KY,2004,5,KY-5,H0KY05015,"Rogers, Harold ""Hal""",177579,1.0000,1,Republican,1,1,1,1,177579,737593.13,737593.13,1
KY,2016,5,KY-5,H0KY05015,"Rogers, Harold ""Hal""",221242,1.0000,1,Republican,1,1,1,0,221242,1363365.48,1363365.48,1
KY,2012,5,KY-5,H0KY05015,"Rogers, Harold ""Hal"" ",195408,0.7790,1,Republican,1,1,1,0,250855,1324621.30,1322648.03,2
KY,2014,5,KY-5,H0KY05015,"Rogers, Harold ""Hal"" ",171350,0.7825,1,Republican,1,1,0,0,218967,1132124.74,1125831.74,2
VA,2008,10,VA-10,H6VA10183,"Feder, Judy M.",147357,0.3883,0,Democrat,0,0,1,1,379480,4268507.20,2206312.15,3
KY,2016,6,KY-6,H0KY06104,"Barr, Andy",202099,0.6109,1,Republican,1,1,1,0,330827,3056184.90,2604489.66,2
